appid,required_age,is_free,price,developers,categories,release_date,genres,name,Historico,review_score,review_score_desc,total_reviews,categories_numerico,genres_numerico
346110,0,False,8300,Studio Wildcard,"('Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing')",2017-08-27 00:00:00,"('Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG')",ARK: Survival Evolved,248405,8,Very Positive,250407,"(22, 0, 23, 18, 25, 26, 3, 32, 12, 34, 15, 36)","(0, 3, 7, 4, 5)"
594650,17,False,16000,Crytek,"('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards', 'Remote Play on Tablet', 'Remote Play on TV')",2019-08-27 00:00:00,"('Action',)",Hunt: Showdown 1896,60124,6,Mostly Positive,91063,"(0, 20, 21, 18, 24, 25, 26, 2, 4, 59, 15, 16)","(0,)"
1449850,0,True,0,KONAMI,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases')",2022-01-18 00:00:00,"('Simulation', 'Strategy', 'Free To Play')",Yu-Gi-Oh! Master Duel,262689,0,No user reviews,0,"(22, 0, 20, 21, 1, 25, 2, 4)","(12, 2, 1)"
2473420,0,False,5900,Sports Interactive,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2023-11-06 00:00:00,"('Simulation', 'Sports', 'Strategy')",Football Manager 2024,89478,4,Mostly Negative,227,"(22, 0, 20, 21, 18, 24, 61, 25, 32, 36)","(12, 14, 2)"
108600,0,False,10500,The Indie Stone,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing')",2013-11-08 00:00:00,"('Indie', 'RPG', 'Simulation', 'Early Access')",Project Zomboid,65505,8,Very Positive,135963,"(22, 0, 20, 21, 18, 24, 56, 57, 1, 2, 3, 35, 54, 36)","(7, 5, 12, 15)"
2139460,0,True,0,Starry Studio,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases')",2024-07-09 00:00:00,"('Action', 'Adventure', 'RPG', 'Simulation', 'Strategy', 'Free To Play')",Once Human,231668,7,Positive,21,"(0, 23, 20, 21, 18, 24, 26, 2, 4)","(0, 3, 5, 12, 2, 1)"
1325860,0,True,0,DenchiSoft,"('Single-player', 'Steam Workshop')",2021-03-12 00:00:00,"('Indie', 'Animation & Modeling', 'Video Production')",VTube Studio,21472,8,Very Positive,70,"(22, 3)","(7, 8, 16)"
250900,0,False,6400,"Nicalis, Inc.","('Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2014-11-04 00:00:00,"('Action',)",The Binding of Isaac: Rebirth,70701,9,Overwhelmingly Positive,133136,"(22, 0, 57, 25, 26, 2, 32, 16, 54, 36)","(0,)"
250900,0,False,6400,"Nicalis, Inc.","('Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2014-11-04 00:00:00,"('Action',)",The Binding of Isaac,12575,9,Overwhelmingly Positive,133136,"(22, 0, 57, 25, 26, 2, 32, 16, 54, 36)","(0,)"
2358720,16,False,0,Game Science,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2024-08-19 00:00:00,"('Action', 'Adventure', 'RPG')",Black Myth: Wukong,2415714,8,Very Positive,66200,"(22, 25, 26, 2, 9, 10, 11, 32, 36)","(0, 3, 5)"
766570,0,True,0,FishSoft LLC,"('Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'In-App Purchases', 'Stats')",2021-11-10 00:00:00,"('Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Simulation', 'Sports', 'Free To Play')",Russian Fishing 4,26142,0,No user reviews,0,"(22, 0, 23, 20, 21, 25, 4, 13)","(3, 6, 4, 5, 12, 14, 1)"
1049590,0,True,0,Nimble Neuron,"('Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input')",2023-07-19 00:00:00,"('Indie', 'Strategy', 'Free To Play')",Eternal Return,52853,7,Positive,19,"(0, 20, 21, 2, 4, 6, 7, 8, 9)","(7, 2, 1)"
1260320,0,False,10999,Recreate Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Remote Play Together', 'Family Sharing')",2023-09-20 00:00:00,"('Action', 'Casual', 'Indie')",Party Animals,104174,8,Very Positive,16215,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 1, 25, 26, 4, 54, 36)","(0, 6, 7)"
3472040,0,False,69990,Visual Concepts,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2025-09-04 00:00:00,"('Sports',)",NBA 2K26,32081,5,Mixed,2534,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 25, 4, 35, 32, 54, 36)","(14,)"
813780,0,False,17990,World's Edge,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2019-11-14 00:00:00,"('Strategy',)",Age of Empires II: Definitive Edition,38725,9,Overwhelmingly Positive,57324,"(22, 0, 20, 21, 58, 18, 24, 53, 1, 25, 2, 32, 34, 36)","(2,)"
582660,0,False,1236,Pearl Abyss,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support')",2017-11-15 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Strategy')",Black Desert,60395,6,Mostly Positive,34872,"(0, 23, 20, 21, 18, 24, 2, 4, 35)","(0, 3, 4, 5, 2)"
553850,17,False,28000,Arrowhead Game Studios,"('Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing')",2024-02-08 00:00:00,"('Action',)",HELLDIVERS™ 2,458709,8,Very Positive,594812,"(0, 18, 24, 25, 4, 5, 6, 27, 28, 7, 8, 29, 62, 9, 10, 31, 11, 35, 36)","(0,)"
553850,17,False,28000,Arrowhead Game Studios,"('Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing')",2024-02-08 00:00:00,"('Action',)",HELLDIVERS™,6744,8,Very Positive,594812,"(0, 18, 24, 25, 4, 5, 6, 27, 28, 7, 8, 29, 62, 9, 10, 31, 11, 35, 36)","(0,)"
4000,0,False,2750,Facepunch Studios,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK', 'Remote Play on Tablet', 'Family Sharing')",2006-11-29 00:00:00,"('Casual', 'Indie', 'Simulation')",Garry's Mod,73863,9,Overwhelmingly Positive,509920,"(22, 0, 20, 21, 58, 18, 24, 53, 1, 25, 2, 51, 3, 7, 8, 29, 9, 49, 10, 32, 12, 34, 63, 15, 36)","(6, 7, 12)"
2592160,0,False,13500,AdHoc Studio,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Subtitle Options', 'Steam Cloud', 'Family Sharing')",2025-10-22 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie', 'Strategy')",Dispatch,220060,9,Overwhelmingly Positive,53226,"(22, 25, 26, 2, 5, 7, 8, 29, 60, 9, 31, 32, 36)","(0, 3, 6, 7, 2)"
2878980,0,False,62999,Visual Concepts,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2024-10-28 00:00:00,"('Simulation', 'Sports')",NBA 2K25,56948,5,Mixed,13327,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 25, 4, 35, 32, 54, 36)","(12, 14)"
2584990,0,True,0,"Cygames, Inc.","('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Partial Controller Support')",2025-06-14 00:00:00,"('Casual', 'RPG', 'Strategy', 'Free To Play')",Shadowverse: Worlds Beyond,120488,0,4 user reviews,4,"(22, 0, 20, 21, 1, 25, 4, 5, 6, 8, 9, 10, 35)","(6, 5, 2, 1)"
2584990,0,True,0,"Cygames, Inc.","('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Partial Controller Support')",2025-06-14 00:00:00,"('Casual', 'RPG', 'Strategy', 'Free To Play')",Shadowverse,24167,0,4 user reviews,4,"(22, 0, 20, 21, 1, 25, 4, 5, 6, 8, 9, 10, 35)","(6, 5, 2, 1)"
292030,17,False,19900,CD PROJEKT RED,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing')",2015-05-18 00:00:00,"('RPG',)",The Witcher 3: Wild Hunt,103329,9,Overwhelmingly Positive,228071,"(22, 25, 2, 3, 5, 6, 7, 8, 29, 9, 49, 10, 11, 35, 32, 15, 16, 36)","(5,)"
1818450,0,True,0,EXBO,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases')",2022-12-09 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play')",STALCRAFT: X,40311,0,1 user reviews,1,"(0, 23, 20, 21, 18, 24, 4)","(0, 3, 4, 5, 1)"
240,0,False,5750,Valve,"('Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Family Sharing')",2004-11-01 00:00:00,"('Action',)",Counter-Strike: Source,100056,9,Overwhelmingly Positive,43390,"(0, 1, 25, 6, 7, 8, 10, 31, 11, 32, 12, 13, 63, 36)","(0,)"
1665460,0,True,0,KONAMI,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support')",2021-09-29 00:00:00,"('Simulation', 'Sports', 'Free To Play')",eFootball™,27540,4,Mostly Negative,368,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 1, 4, 35)","(12, 14, 1)"
1466860,0,False,19900,World's Edge,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Family Sharing')",2021-10-28 00:00:00,"('Strategy',)",Age of Empires IV: Anniversary Edition,73928,8,Very Positive,26094,"(22, 0, 20, 21, 18, 24, 1, 25, 36)","(2,)"
427520,0,False,18000,Wube Software LTD.,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing')",2020-08-14 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",Factorio,118674,9,Overwhelmingly Positive,110257,"(22, 0, 18, 24, 53, 1, 25, 35, 32, 34, 15, 36)","(6, 7, 12, 2)"
1422450,0,False,0,Valve,"('Multi-player',)",,"('Action',)",Deadlock,171490,0,No user reviews,0,"(0,)","(0,)"
1623660,0,True,0,Wemade Next,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases')",2021-08-25 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play')",MIR4,97173,0,No user reviews,0,"(0, 23, 20, 21, 18, 24, 1, 4)","(0, 3, 4, 5, 1)"
1326470,0,False,15500,Endnight Games Ltd,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2024-02-22 00:00:00,"('Action', 'Adventure', 'Indie', 'Simulation')",Sons Of The Forest,414257,8,Very Positive,106384,"(22, 0, 18, 24, 25, 26, 32, 36)","(0, 3, 7, 12)"
275850,0,False,28500,Hello Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing')",2016-08-12 00:00:00,"('Action', 'Adventure')",No Man's Sky,212613,8,Very Positive,171690,"(22, 0, 20, 21, 18, 24, 1, 25, 26, 50, 48, 2, 32, 15, 16, 33, 36)","(0, 3)"
1568590,0,True,0,"Gaggle Studios, Inc.","('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases')",2021-10-03 00:00:00,"('Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Free To Play')",Goose Goose Duck,702845,0,No user reviews,0,"(0, 20, 21, 18, 24, 1, 25, 26, 4)","(6, 7, 4, 2, 1)"
552990,0,True,0,Wargaming Group Limited,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Steam Cloud')",2017-11-15 00:00:00,"('Action', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play')",World of Warships,411338,6,Mostly Positive,813,"(0, 23, 20, 21, 18, 24, 25, 2, 4, 5, 6, 7, 8, 9, 32)","(0, 4, 12, 2, 1)"
1599340,17,True,0,Smilegate RPG,"('Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Partial Controller Support')",2022-02-11 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play')",Lost Ark,1325305,5,Mixed,38971,"(22, 0, 23, 20, 21, 18, 24, 25, 4, 5, 6, 7, 8, 30, 9, 49, 35)","(0, 3, 4, 5, 1)"
216150,0,True,0,NEXON Korea Corporation,"('Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards')",2012-08-09 00:00:00,"('Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Free To Play')",MapleStory,17750,5,Mixed,80,"(22, 0, 23, 18, 2)","(0, 3, 6, 4, 5, 1)"
1085660,0,True,0,Bungie,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Color Alternatives', 'Custom Volume Controls', 'Subtitle Options', 'Partial Controller Support')",2019-10-01 00:00:00,"('Action', 'Adventure', 'Free To Play')",Destiny 2,316750,6,Mostly Positive,76989,"(22, 0, 20, 21, 18, 24, 25, 4, 7, 8, 31, 35)","(0, 3, 1)"
3224770,0,True,0,"Cygames, Inc.","('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'In-App Purchases')",2025-06-24 00:00:00,"('Simulation', 'Sports', 'Free To Play')",Umamusume: Pretty Derby,87453,0,No user reviews,0,"(22, 0, 20, 21, 25, 26, 4)","(12, 14, 1)"
949230,0,False,38100,Colossal Order Ltd.,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2023-10-24 00:00:00,"('Simulation',)",Cities: Skylines II,104697,5,Mixed,30367,"(22, 25, 26, 32, 36)","(12,)"
281990,0,False,28200,Paradox Development Studio,"('Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2016-05-09 00:00:00,"('Simulation', 'Strategy')",Stellaris,68602,8,Very Positive,72849,"(22, 0, 1, 25, 2, 3, 32, 36)","(12, 2)"
2072560,0,True,0,"GANBARION Co., Ltd.","('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud')",2025-09-09 00:00:00,"('Action', 'Free To Play')",Squad,38573,0,No user reviews,0,"(0, 20, 21, 18, 24, 25, 26, 4, 32)","(0, 1)"
2072560,0,True,0,"GANBARION Co., Ltd.","('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud')",2025-09-09 00:00:00,"('Action', 'Free To Play')",DRAGON BALL GEKISHIN SQUADRA,13908,0,No user reviews,0,"(0, 20, 21, 18, 24, 25, 26, 4, 32)","(0, 1)"
1283970,0,False,3800,Dragonrise Games,"('Steam Workshop', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Adjustable Difficulty', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Includes level editor')",2020-05-01 00:00:00,"('Animation & Modeling', 'Design & Illustration', 'Education', 'Software Training', 'Utilities')",YoloMouse,12547,8,Very Positive,1386,"(3, 5, 6, 7, 29, 30, 60, 9, 49, 34)","(8, 9, 17, 18, 11)"
1920960,0,True,0,LB Game,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor')",2023-08-13 00:00:00,"('Casual', 'Indie', 'RPG', 'Simulation', 'Free To Play')",VPet,85551,0,No user reviews,0,"(22, 0, 18, 24, 25, 3, 32, 13, 59, 34)","(6, 7, 5, 12, 1)"
304930,0,True,0,Smartly Dressed Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet')",2017-07-07 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie', 'Free To Play')",Unturned,112703,8,Very Positive,2866,"(22, 0, 20, 21, 58, 18, 24, 53, 25, 2, 3, 4, 6, 8, 29, 9, 10, 32, 12, 13, 34, 15)","(0, 3, 6, 7, 1)"
1454400,0,False,2800,Orteil,"('Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2021-09-01 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",Cookie Clicker,67867,9,Overwhelmingly Positive,49049,"(22, 25, 3, 32, 36)","(6, 7, 12, 2)"
1943950,0,False,4400,Fancy Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Partial Controller Support', 'Steam Cloud', 'HDR available', 'Family Sharing')",2025-10-23 00:00:00,"('Action', 'Indie')",Escape the Backrooms,48879,8,Very Positive,32596,"(22, 0, 18, 24, 25, 6, 8, 29, 9, 10, 35, 32, 33, 36)","(0, 7)"
252950,0,False,0,Psyonix LLC,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2015-07-06 00:00:00,"('Action', 'Indie', 'Racing', 'Sports')",Rocket League,147632,8,Very Positive,225728,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 1, 25, 2, 3, 35, 32, 13, 14, 15, 16, 54, 36)","(0, 7, 13, 14)"
1942280,0,False,3000,Blobfish,"('Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2023-06-23 00:00:00,"('Action', 'Casual', 'Indie', 'RPG')",Brotato,38905,9,Overwhelmingly Positive,27396,"(22, 0, 18, 56, 57, 25, 26, 2, 3, 32, 16, 54, 36)","(0, 6, 7, 5)"
3513350,0,True,0,KURO GAMES,"('Single-player', 'In-App Purchases', 'Partial Controller Support')",2025-04-28 00:00:00,"('Action', 'Adventure', 'RPG', 'Free To Play')",Wuthering Waves,32651,0,No user reviews,0,"(22, 4, 35)","(0, 3, 5, 1)"
2141910,0,True,0,Wizards of the Coast LLC,"('Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases')",2023-05-23 00:00:00,"('Strategy', 'Free To Play')",Magic: The Gathering Arena,18047,0,No user reviews,0,"(0, 20, 21, 1, 4)","(2, 1)"
548430,0,False,11500,Ghost Ship Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing')",2020-05-13 00:00:00,"('Action',)",Deep Rock Galactic,54160,9,Overwhelmingly Positive,164019,"(22, 0, 18, 24, 25, 26, 2, 51, 6, 7, 8, 29, 9, 10, 31, 32, 15, 16, 36)","(0,)"
